MESE,ANNO,TIPO SOGGETTO,TIPOLOGIA DI RETTIFICA,STATO DI LAVORAZIONE,TOTALE
9,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
9,2022,Residenti,GENERALITÀ: COGNOME,RESPINTA,2
9,2022,Residenti,GENERALITÀ: DATANASCITA,RESPINTA,1
9,2022,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
9,2022,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
9,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,6
9,2022,Residenti,GENERALITÀ: NOME,RESPINTA,1
9,2022,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,4
9,2022,Residenti,GENERALITÀ: SESSO,IRRICEVIBILE,1
9,2022,Residenti,GENERALITÀ: SESSO,RESPINTA,2
9,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,9
9,2022,Residenti,LEGAME PARENTELA,RESPINTA,1
9,2022,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,RESPINTA,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,1
9,2022,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,RESPINTA,1
9,2022,Residenti,RESIDENZA: CAP,RESPINTA,1
9,2022,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,1
9,2022,Residenti,RESIDENZA: CIVICO,RESPINTA,1
9,2022,Residenti,RESIDENZA: COMUNE,RESPINTA,1
9,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,4
9,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,1
9,2022,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,1
9,2022,Residenti,RESIDENZA: PROVINCIA,RESPINTA,1
9,2022,Residenti,RESIDENZA: SPECIE,RESPINTA,1
9,2022,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,1
9,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,4
9,2022,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,1
9,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,2
10,2022,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,1
10,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
10,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,2
10,2022,Residenti,GENERALITÀ: NOME,RESPINTA,1
10,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,2
10,2022,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,1
10,2022,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,3
10,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,1
10,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,7
10,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
11,2022,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,6
11,2022,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,6
11,2022,Residenti,GENERALITÀ: NOME,ACCOLTA,1
11,2022,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,2
11,2022,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,2
11,2022,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,2
11,2022,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,3
11,2022,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,1
